Retailer,Category,Sub-Category,Domain,URL,Colors,Size,Product Hierarchy,Brand Name,Product Name,SKU,UPC,ID,Walmart Item #,Regular Price,Promo Price,Prime Price,Promo Tag,Each Price,Product Description,Product Details,Product Specification,Images,# of Images,Marketplace/3rd party seller,Nutrition Information,Lifestyle/Dietary Need,Delivery,Total Product Star Rating,Total # of Ratings,Total Recommendation Percentage,Total Number of Q&A
Walmart Canada,Frozen,Meatless Alternatives,walmart.ca,https://www.walmart.ca/en/ip/black-river-thick-cut-boneless-pork-steaks-salt-and-pepper/6000197888156,,,"Walmart.ca > Grocery > Frozen Food > Frozen Meat, Seafood & Alternatives > Frozen Pork",Black River Angus,"Black River Thick Cut Boneless Pork Steaks, Salt And Pepper",SKU:6000197888157,UPC:62891555526,ID:6000197888156,Walmart Item #:30181173,$17.97,,,,$2.11/100GR,A perfect idea for any family get-together meal. Our tender salt and pepper seasoned boneless pork steaks make for a delicious main that will have them coming back for more. Each box of pork steaks comes with a bottle of our unique steak spice.,,"[{""Cut"":""Other""},{""Product Type"":""Other""},{""Storage Type"":""Frozen""},{""Clearout Deal"":""No""},{""Lifestyle\/Dietary Need"":""N\/A""}]",https://i5.walmartimages.ca/images/Enlarge/509/557/6000198509557.jpg,1,Sold by Walmart,"Pork chop (pork, water, vinegar, flavour, cultured dextrose [corn maltodextrin], black pepper, salt) • Steak spice (dehydrated garlic, spices, salt, canola oil, citric acid, dehydrated red bell pepper)",N/A,Add to Cart; Find in Store,4.5,2,,1
Walmart Canada,Frozen,Meatless Alternatives,walmart.ca,https://www.walmart.ca/en/ip/our-finest-uncooked-shrimp-spring-rolls-with-basil-leaf/6000197208938,,450 g,"Walmart.ca > Grocery > Frozen Food > Frozen Meat, Seafood & Alternatives > Frozen Fish & Seafood",Our Finest,Our Finest Uncooked Shrimp Spring Rolls with Basil Leaf,SKU:6000197208939,UPC:62891555335,ID:6000197208938,Walmart Item #:31389851,$11,,,,$2.44/100GR,"Each crispy bite of Our FinestTM Shrimp Spring Rolls with Basil Leaf brings out the wonderfully sweet and savoury taste of fresh basil and perfectly seasoned shrimp. Our FinestTM - premium quality ingredients and the best we have to offer, from our table to yours.",,"[{""Product Type"":""Seafood""},{""Storage Type"":""Frozen""},{""Walmart Exclusive"":""Yes""},{""Clearout Deal"":""No""},{""Lifestyle\/Dietary Need"":""No artificials""}]",https://i5.walmartimages.ca/images/Enlarge/553/352/628915553352.jpg | https://i5.walmartimages.ca/images/Enlarge/335/2_1/628915553352_1.jpg | https://i5.walmartimages.ca/images/Enlarge/52_/nft/628915553352_NFT.jpg | https://i5.walmartimages.ca/images/Enlarge/52_/nft/628915553352_NFT.jpg,4,Sold by Walmart,"Filling: shrimp (shrimp, sodium tripolyphosphate, salt), vermicelli (mung beans, peas, water, salt), cabbage, carrot, basil leaf, shallot, corn starch, soy sauce (water, soybean, wheat, salt), garlic, sugar, salt, sesame oil, spices. Wrapper: enriched wheat flour, soybean oil, modified potato starch, corn starch, salt, soy lecithin, water.",No artificials,Add to Cart; Find in Store,4.2,5,,1
Walmart Canada,Frozen,Meatless Alternatives,walmart.ca,https://www.walmart.ca/en/ip/pintys-eatwell-buffalo-fling/6000198566619,,,"Walmart.ca > Grocery > Frozen Food > Frozen Meat, Seafood & Alternatives > Frozen Chicken & Turkey",Pinty's EatWell,Pinty's Eatwell Buffalo Fling,SKU:6000198566620,UPC:6909463211,ID:6000198566619,Walmart Item #:31583467,$16.97,,,,$2.1/100GR,Pinty's Eatwell Buffalo Fling,,"[{""Product Type"":""Chicken Breasts""},{""Cut"":""Other""},{""Storage Type"":""Frozen""},{""Clearout Deal"":""No""},{""Lifestyle\/Dietary Need"":""Gluten Free""}]",https://i5.walmartimages.ca/images/Enlarge/199/717/6000200199717.jpg,1,Sold by Walmart,"CHICKEN INGREDIENTS: CHICKEN, WATER, FLAVOUR, SALT, POTASSIUM CHLORIDE, RICE STARCH, SPICE EXTRACTS; IN A COATING OF: RICE FLOUR, YELLOW CORN FLOUR, AGED CAUENNE RED PEPPERS, DISTILLED VINEGAR, WATER, CORN STARCH, SALT, GARLIC POWDER, SPICES, MODIFIED CORN STARCH, GUAR GUM, PEA PROTEIN, FLAVOUR, SPICES, SEASONING, SOY LECITHIN, CITRIC ACID, POLYSORBATE 80, TITANIUM DIOXIDE, XANTHAN GUM, GUAR GUM, MONOSODIUM GLUTAMATE, SODIUMALGINATE, DISODIUM INOSINATE &amp; GUANYLATE, POTASSIUM SORBATE, DISODIUM EDTA.",Gluten Free,Add to Cart; Find in Store,0,,,
Walmart Canada,Frozen,Meatless Alternatives,walmart.ca,https://www.walmart.ca/en/ip/aqua-star-oven-ready-popcorn-shrimp/6000196728909,,567g,"Walmart.ca > Grocery > Frozen Food > Frozen Meat, Seafood & Alternatives > Frozen Fish & Seafood",Aquastar,Aqua Star Oven Ready Popcorn Shrimp,SKU:6000196728910,UPC:73114935039,ID:6000196728909,Walmart Item #:31326792,$9.97,,,,$1.76/100GR,Aqua Star brand shell off and tail off popcorn shrimp is made with a crunchy lightly seasoned breading.  Perfect for appetizers with friends.,"- Oven Ready 
- Free of Artificial Flavours and Preservatives","[{""Cut"":""Seafood""},{""Storage Type"":""Frozen""},{""Clearout Deal"":""No""},{""Lifestyle\/Dietary Need"":""""}]",https://i5.walmartimages.ca/images/Enlarge/444/275/6000201444275.jpg | https://i5.walmartimages.ca/images/Enlarge/464/808/6000201464808.jpg | https://i5.walmartimages.ca/images/Enlarge/549/880/6000201549880.jpg | https://i5.walmartimages.ca/images/Enlarge/549/881/6000201549881.jpg,4,Sold by Walmart,"Shrimp, Wheat Flour, Water, Soybean Oil, Modified Corn Starch, Salt, Sugar, Corn Flour, Yeast, Onion Powder, Garlic Powder, Spices, Celery Seed, Leavening (Sodium Acid Pyrophosphate, Sodium Bicarbonate), Xanthan Gum, Modified Tapioca Starch, Cellulose Gum, Caramel Colour, Paprika Extract, Natural Flavor, Sodium Tripolyphosphate.",,Add to Cart; Find in Store,2.4,5,,
Walmart Canada,Frozen,Meatless Alternatives,walmart.ca,https://www.walmart.ca/en/ip/ocean-dragon-shrimp-head-on-shell-on/6000197021046,,340g,Walmart.ca > Household Supplies & Pantry > International Foods > Chinese & East Asian,Ocean Dragon,"Ocean Dragon Shrimp, Head-On, Shell-On",SKU:6000197021047,UPC:5937179832,ID:6000197021046,Walmart Item #:31375718,$5.27,,,,$1.55/100GR,"Ocean Dragon Head-on, Shell-on Shrimp.  40-50 shrimp per pound.  Product of Ecuqdor.  Uncooked, block frozen.  BAP certified.",,"[{""Cut"":""Seafood""},{""Product Type"":""Seafood""},{""Storage Type"":""Frozen""},{""Clearout Deal"":""No""},{""Lifestyle\/Dietary Need"":""No egg,No fish,No milk,No mustard,No sesame,No soy,No wheat,No lactose,No artificials,No added sugars,Paleo-friendly,Whole30-friendly""}]",https://i5.walmartimages.ca/images/Enlarge/338/363/6000200338363.jpg | https://i5.walmartimages.ca/images/Enlarge/338/368/6000200338368.jpg,2,Sold by Walmart,SHRIMP. MAY CONTAIN SULPHITES.,"No egg,No fish,No milk,No mustard,No sesame,No soy,No wheat,No lactose,No artificials,No added sugars,Paleo-friendly,Whole30-friendly",Add to Cart; Find in Store,0,,,
Walmart Canada,Frozen,Meatless Alternatives,walmart.ca,https://www.walmart.ca/en/ip/mina-supreme-crunch-halal-spicy-chicken-burgers/6000202389436,,600 g,Walmart.ca > Grocery > Seasonal Holidays > Diwali Celebration > Diwali Meals,Mina,Mina Supreme Crunch Halal Spicy Chicken Burgers,SKU:6000202389437,UPC:6310029725,ID:6000202389436,Walmart Item #:31073764,$8.97,,,,$1.5/100GR,"Serve your family wholesome, delicious halal chicken with Mina Supreme Crunch™ Spicy Chicken Burgers. Raised on Canadian farms, our chickens are individually blessed and strictly Zabeeha by hand. These frozen breaded chicken patties offer bold spicy flavour and irresistible crunch, making them an ideal choice for a delicious at-home meal addition or snack. A proudly Canadian brand, Mina® strictly adheres to the most stringent halal process and is verified by the Halal Monitoring Authority (HMA).","FAMILY FAVOURITE: These fully cooked spicy chicken burgers are a delicious meal addition or snack to savour with family and friends
HALAL CHICKEN: Mina® brand uses only fresh, wholesome halal chicken to create these crispy breaded chicken patties
ZABEEHA BY HAND: Chickens are Canadian farm raised and Zabeeha by hand to ensure humane treatment
NO ARTIFICIAL COLOURS OR FLAVOURS: Mina® brand products contain no artificial colours or flavours
COOK WITH CONFIDENCE: Certified by the Halal Monitoring Authority, Mina® brand strictly adheres to the most stringent halal process so our customers can cook with confidence","[{""Product Type"":""Other""},{""Storage Type"":""Frozen""},{""Clearout Deal"":""No""},{""Lifestyle\/Dietary Need"":""""}]",https://i5.walmartimages.ca/images/Enlarge/515/522/6000202515522.jpg | https://i5.walmartimages.ca/images/Enlarge/235/414/6000204235414.jpg | https://i5.walmartimages.ca/images/Enlarge/235/415/6000204235415.jpg | https://i5.walmartimages.ca/images/Enlarge/235/416/6000204235416.jpg | https://i5.walmartimages.ca/images/Enlarge/235/417/6000204235417.jpg,5,Sold by Walmart,Chicken; Water; Wheat Flour; Toasted Wheat Crumbs; Wheat Gluten; Modified Corn Starch; Salt; Soy Protein Product; Corn Flour; Spice;  Sugar; Baking Powder; Garlic Powder; Onion Powder; Modified Palm Oil; Spice Extractives; Defatted Soy Flour; Yeast Extract; Guar Gu M; Flavour. Browned In Vegetable Oil. Contains: Wheat; Soy.,,Add to Cart; Find in Store,5,1,,
Walmart Canada,Frozen,Meatless Alternatives,walmart.ca,https://www.walmart.ca/en/ip/black-river-angus-sandwich-steaks/6000197888076,,6 thin cut steaks and spice,"Walmart.ca > Grocery > Frozen Food > Frozen Meat, Seafood & Alternatives > Frozen Beef",Black River Angus,Black River Angus Sandwich Steaks,SKU:6000197888077,UPC:62891555528,ID:6000197888076,Walmart Item #:30180882,$17.97,,,,$1797/100GR,"We use only Angus beef aged to perfection. Then we hand-trim and marinate our steaks to ensure extra tenderness. But we leave the finishing touch to you: a bottle of our unique Black River Angus
Steak Spice comes in every box.",,"[{""Cut"":""Other""},{""Product Type"":""Meals""},{""Storage Type"":""Frozen""},{""Clearout Deal"":""No""},{""Lifestyle\/Dietary Need"":""N\/A""}]",https://i5.walmartimages.ca/images/Enlarge/509/320/6000198509320.jpg,1,Sold by Walmart,"Steak (beef, water, salt, canola oil, spices and spice extracts, sugar [dextrose], cultured dextrose [corn maltodextrin], sodium phosphate, onion, natural flavour, garlic, corn maltodextrin, soy sauce powder [wheat, soy, salt], modified corn starch, sodium diacetate, lactose [milk], papain [sulphites], paprika extract) • Steak spice (dehydrated garlic, spices, salt, canola oil, citric acid, dehydrated redbell pepper)",N/A,Add to Cart; Find in Store,5,3,,1
Walmart Canada,Frozen,Meatless Alternatives,walmart.ca,https://www.walmart.ca/en/ip/great-value-buffalo-style-chicken-breast-chunks/6000196383018,,750g Buffalo Chunk,"Walmart.ca > Grocery > Frozen Food > Frozen Meat, Seafood & Alternatives > Frozen Chicken & Turkey",Great Value,Great Value Buffalo Style Chicken Breast Chunks,SKU:6000196383019,UPC:62891538047,ID:6000196383018,Walmart Item #:30371248,$10.97,,,,$1.46/100GR,"Enjoy a delicious meal or snack when you prepare frozen Great Value Buffalo Style Chicken Breast Chunks. These chicken breast chunks are fully cooked, seasoned and breaded, and come with packets of buffalo and ranch dipping sauces to really kick up the flavour!

The Great Value brand strives to provide Canadian families everyday value that does not compromise on quality. All of our Great Value products come with a 100% satisfaction guarantee, or your money back. With Great Value, you can feel confident that you are making a great choice!",,"[{""Product Type"":""Chicken Breasts""},{""Cut"":""Nuggets & Bites""},{""Storage Type"":""Frozen""},{""Walmart Exclusive"":""Yes""},{""Clearout Deal"":""No""},{""Lifestyle\/Dietary Need"":""""}]",https://i5.walmartimages.ca/images/Enlarge/380/477/628915380477.jpg | https://i5.walmartimages.ca/images/Enlarge/047/7_1/628915380477_1.jpg,2,Sold by Walmart,"\""Ingredients:Boneless skinless chicken breast, water, modified corn starch, potassium chloride, salt, tetra potassium pyrophosphate, flavour, spices. In a coating of: toasted wheat crumbs, water, enriched wheat flour, soybean oil, modified corn starch, wheat gluten, cayenne pepper sauce powder (aged cayenne pepper, vinegar, salt, garlic powder, corn maltodextrin, flavour), yellow corn flour, vinegar powder (corn maltodextrin, modified corn starch, vinegar), spices, modified palm oil, sodium diacetate, garlic powder, guar gum. Buffalo Sauce: water, aged cayenne peppers, vinegar, salt, modified corn starch, dried garlic, spices, xanthan gum. Ranch Sauce: water, soybean oil, frozen egg yolk, modified corn starch, vinegar, sugar, salt, modified milk ingredients, mustard, dried garlic and onion, seasoning, flavour, polysorbate 80, titanium dioxide, xanthan and guar gum, sodium algnate,  disodium inosinate and guanylate, monosodium glutamate, soy lecithin, spices, citric acid, potassium sorbate, sodium benzoate, disodium EDTA.  Contains: Milk, eggs, soy, wheat, mustard. May Contain: Sesame, fish.\""",,Add to Cart; Find in Store,4,1,,
Walmart Canada,Frozen,Meatless Alternatives,walmart.ca,https://www.walmart.ca/en/ip/harvest-grain-oven-ready-alaskan-cod/6000200232737,,"Wild Caught Fillets, 500g","Walmart.ca > Grocery > Frozen Food > Frozen Meat, Seafood & Alternatives > Frozen Fish & Seafood",Aquastar,Harvest Grain Oven Ready Alaskan Cod,SKU:6000200232738,UPC:73114938089,ID:6000200232737,Walmart Item #:30198731,$9.97,,,,$1.99/100GR,"The wild caught Alaskan Cod fillets are all natural and frozen at sea to lock in freshness. We hand-cut each fillet, then lightly coat with a savory, golden breadcrumb coating for a mouthwatering crunch.","- Product of Canada
- MSC Certified 
- Wild Caught Fillets
- 6 to 7 Fillets","[{""Cut"":""Fillets""},{""Product Type"":""Seafood""},{""Singleserve"":""No""},{""Storage Type"":""Frozen""},{""Clearout Deal"":""No""},{""Lifestyle\/Dietary Need"":""N\/A""}]",https://i5.walmartimages.ca/images/Enlarge/260/520/6000200260520.jpg | https://i5.walmartimages.ca/images/Enlarge/464/573/6000201464573.jpg | https://i5.walmartimages.ca/images/Enlarge/550/171/6000201550171.jpg | https://i5.walmartimages.ca/images/Enlarge/550/173/6000201550173.jpg,4,Sold by Walmart,"Cod, Toasted Wheat Crumbs with Spice Extractives, Soybean Oil, Water, Modified Corn Starch, Wheat Flour, Whole Grain Wheat Flour, Salt, Wheat Gluten, Rolled Oats, Spices, Garlic Powder, Onion Powder, Tapioca Dextrin, Flax Seed, Poppy Seeds, Pumpkin Seeds, Sunflower Seeds, Sugar, Vegetable Oil (canola &/or Sunflower Oil), Baking Powder, Pea Protein Isolate, Methylcellulose, Yellow Corn Flour, Guar Gum, Spice Extractives.",N/A,Add to Cart; Find in Store,2.7,3,,
Walmart Canada,Drinks,Coffee,walmart.ca,https://www.walmart.ca/en/ip/nescaf-rich-instant-coffee-170-g/6000192948167,,170 GR,Walmart.ca > Household Supplies & Pantry > Drinks > Coffee > Instant Coffee,NESCAFÉ,NESCAFÉ® Rich Instant Coffee 170 g,SKU:6000192948168,UPC:5500000881,ID:6000192948167,Walmart Item #:30171807,$5.47,,,,$3.22/100GR,NESCAFÉ® Rich Instant Coffee (170 g) makes a deliciously rich tasting coffee from 100% natural coffee beans. A perfect way to kick-start the day.,"• 170 g jar of instant coffee
• Made from 100% natural coffee beans
• Has been waking up with Canadians for over 75 years
• Makes over 85 servings","[{""Flavour"":""Other""},{""Product Type"":""Other""},{""Decaffeinated"":""No""},{""Singleserve"":""No""},{""Storage Type"":""Shelf""},{""Clearout Deal"":""No""},{""Lifestyle\/Dietary Need"":""No egg,No fish,No milk,No mustard,No sesame,No shellfish,No soy,No sulfite,No wheat,No lactose,No artificials,Kosher,No added sugars,Paleo-friendly,Vegan-friendly,Vegetarian-friendly,Whole30-friendly""}]",https://i5.walmartimages.ca/images/Enlarge/008/815/999999-55000008815.jpg | https://i5.walmartimages.ca/images/Enlarge/881/5_1/999999-55000008815_1.jpg | https://i5.walmartimages.ca/images/Enlarge/881/5_2/999999-55000008815_2.jpg | https://i5.walmartimages.ca/images/Enlarge/881/5_3/999999-55000008815_3.jpg | https://i5.walmartimages.ca/images/Enlarge/094/444/6000197094444.jpg,5,Sold by Walmart,COFFEE,"No egg,No fish,No milk,No mustard,No sesame,No shellfish,No soy,No sulfite,No wheat,No lactose,No artificials,Kosher,No added sugars,Paleo-friendly,Vegan-friendly,Vegetarian-friendly,Whole30-friendly",Add to Cart; Find in Store,4,73,,1
Walmart Canada,Frozen,Meatless Alternatives,walmart.ca,https://www.walmart.ca/en/ip/yorkshire-valley-farms-organic-chicken-drumsticks/6000200274723,,,"Walmart.ca > Grocery > Frozen Food > Frozen Meat, Seafood & Alternatives > Frozen Chicken & Turkey",Yorkshire Valley Farms,Yorkshire Valley Farms Organic Chicken Drumsticks,SKU:6000200274724,UPC:84029408006,ID:6000200274723,Walmart Item #:30541749,$13.97,,,,,"At Yorkshire Valley Farms, we are committed to bringing you a range of organic, free-range chicken products that are both good for you and kind to the environment. Our certified organic chickens are raised without the use of antibiotics on family-run farms in barns that are open to sunlight and fresh air. Their diet is made up of a proprietary mix of non-GMO, pesticide and herbicide-free grains, with no animal by-products added. Processing is done to exacting standards in an organically certified facility. And many components of our packaging can be recycled. By taking the best of what nature gives us, we provide you with wholesome, delicious chicken that we can all feel good about, for our families and the world we live in. Enjoy!","- Organic
- Antibiotic-free
- Pesticide and herbicide free
- Non-GMO
- Raised in Canada","[{""Product Type"":""Legs""},{""Cut"":""Other""},{""Singleserve"":""No""},{""Storage Type"":""Frozen""},{""Clearout Deal"":""No""},{""Lifestyle\/Dietary Need"":""""}]",https://i5.walmartimages.ca/images/Enlarge/357/481/6000200357481.jpg,1,Sold by Walmart,Organic Chicken,,Add to Cart; Find in Store,5,1,,1
Walmart Canada,Frozen,Meatless Alternatives,walmart.ca,https://www.walmart.ca/en/ip/crunchy-breaded-oven-ready-scallops/6000197880576,,454 g,"Walmart.ca > Grocery > Frozen Food > Frozen Meat, Seafood & Alternatives > Frozen Fish & Seafood",Aquastar,Crunchy Breaded Oven Ready Scallops,SKU:6000197880577,UPC:73114940016,ID:6000197880576,Walmart Item #:30147878,$9.97,,,,$2.2/100GR,"Aqua Star brand breaded scallops are panko crumb breaded, and oven ready.  The scallops are free of artificial flavors or preservatives and make for the perfect appetizer.","- Oven Ready 
- Free from artificial flavours and preservatives
- Ocean Wise","[{""Cut"":""Seafood""},{""Singleserve"":""No""},{""Storage Type"":""Frozen""},{""Clearout Deal"":""No""},{""Lifestyle\/Dietary Need"":""""}]",https://i5.walmartimages.ca/images/Enlarge/444/241/6000201444241.jpg | https://i5.walmartimages.ca/images/Enlarge/444/240/6000201444240.jpg | https://i5.walmartimages.ca/images/Enlarge/587/480/6000201587480.jpg | https://i5.walmartimages.ca/images/Enlarge/587/483/6000201587483.jpg,4,Sold by Walmart,"Scallops, Water, Wheat Flour, Soybean Oil, Corn Starch, Salt, Palm Oil, Modified Corn Starch, Sodium Acid Pyrophosphate, Sodium Bicarbonate, Wheat Gluten, Sugar, Yeast, Corn Flour, Sunflower Oil, Spice, Sodium Tripolyphosphate.  Allergen Warnings: Contains scallops, wheat, and soy ingredients.",,Add to Cart; Find in Store,3,3,,
Walmart Canada,Frozen,Meatless Alternatives,walmart.ca,https://www.walmart.ca/en/ip/pintys-pub-grill-boneless-honey-roasted-garlic-chicken-wings/6000162308143,,810 g,"Walmart.ca > Grocery > Frozen Food > Frozen Meat, Seafood & Alternatives > Frozen Chicken & Turkey",Pinty's Pub & Grill,Pinty's Pub & Grill Boneless Honey & Roasted Garlic Chicken Wings,SKU:10316591,UPC:6909462459,ID:6000162308143,Walmart Item #:30493729,$14.97,,,,$1.85/100GR,"\u003Cp>Restaurant quality premium, fully cooked, bite sized chicken chunks in the convenience of your home. Customize your experience by enjoying them plain, making them as saucy as you like or dipping them in the included sauces.\u003C/p>",\u003Cul>\u003Cli>The ultimate pub experience in a box\u003C/li>\u003Cli>Lightly dusted\u003C/li>\u003Cli>Mildly Seasoned\u003C/li>\u003Cli>Signature sauces included\u003C/li>\u003Cli>Total customization\u003C/li>\u003Cli>Enjoy the chunks plain\u003C/li>\u003Cli>Sauce them\u003C/li>\u003Cli>Dip them\u003C/li>\u003Cli>Bite sized Chicken Chunks\u003C/li>\u003Cli>Fully cooked\u003C/li>\u003C/ul>,"[{""Product Type"":""Other""},{""Cut"":""Wings""},{""Storage Type"":""Other""},{""Clearout Deal"":""No""},{""Lifestyle\/Dietary Need"":""N\/A""}]",https://i5.walmartimages.ca/images/Enlarge/158/139/1158139.jpg | https://i5.walmartimages.ca/images/Enlarge/813/9_1/1158139_1.jpg | https://i5.walmartimages.ca/images/Enlarge/813/9_1/1158139_1.jpg,3,Sold by Walmart,,N/A,Add to Cart; Find in Store,3,5,,
Walmart Canada,Frozen,Meatless Alternatives,walmart.ca,https://www.walmart.ca/en/ip/ocean-jewel-seafood-mix/6000196384758,,908 g,"Walmart.ca > Grocery > Frozen Food > Frozen Meat, Seafood & Alternatives > Frozen Fish & Seafood",OCEAN JEWEL,OCEAN JEWEL Seafood Mix,SKU:6000196384759,UPC:5937179597,ID:6000196384758,Walmart Item #:31114063,$9.97,,,,$1.1/100GR,"Ocean Jewel Seafood Mix is a popular blend of squid, cooked mussels and shrimp. . Excellent for antipastos, seafood salads, chowders, sauces, pastas, gourmet pizzas and more.","• No Preservatives
• No Artificial Colours or Flavours
• Keep frozen","[{""Cut"":""Seafood""},{""Product Type"":""Seafood""},{""Storage Type"":""Frozen""},{""Clearout Deal"":""No""},{""Lifestyle\/Dietary Need"":""No egg,No fish,No milk,No mustard,No sesame,No soy,No sulfite,No wheat,No lactose,No artificials,No added sugars,Paleo-friendly,Whole30-friendly""}]",https://i5.walmartimages.ca/images/Enlarge/714/729/6000202714729.jpg | https://i5.walmartimages.ca/images/Enlarge/597/8_7/999999-59371795978_7.jpg | https://i5.walmartimages.ca/images/Enlarge/597/8_7/999999-59371795978_7.jpg,3,Sold by Walmart,"Squid, Cooked Mussels, Shrimp.","No egg,No fish,No milk,No mustard,No sesame,No soy,No sulfite,No wheat,No lactose,No artificials,No added sugars,Paleo-friendly,Whole30-friendly",Add to Cart; Find in Store,3.3,3,,
Walmart Canada,Drinks,Soft Drinks/Sodas,walmart.ca,https://www.walmart.ca/en/ip/coca-cola-300ml-mini-bottles-8-pack/6000199464883,,300mLx8,Walmart.ca > Household Supplies & Pantry > Drinks > Soft Drinks > Cola,Coca-Cola,"Coca-Cola 300mL Mini Bottles, 8 Pack",SKU:6000199464884,UPC:6700000922,ID:6000199464883,Walmart Item #:30699080,$5.47,,,,$0.23/100ML,"Soda. Pop. Soft drink. Sparkling beverage. Carbonated drink.

Whatever you call it, nothing compares to the refreshing, crisp taste of Coca-Cola, the delicious soda you know and love. Enjoy with friends, on the go or with a meal. Whatever the occasion, wherever you are, Coca-Cola makes life’s special moments a little bit better.

Since 1886, its great taste has stood the test of time. Something so delicious, so unique and so familiar, it’s what makes you think “Coca-Cola” whenever you hear “soft drink.” Between that perfect taste and refreshing fizz, it’s sure to give you that “ahhh” moment whenever you want it. 

Looking for something zero sugar? Then look no further than Coca-Cola Zero Sugar. Whatever you’re looking for in a soda, there’s a Coca-Cola to satisfy your taste buds.
 
Every sip, every “ahhh,” every smile—find that feeling with Coca-Cola. Best enjoyed ice-cold for maximum refreshment. Grab a Coca-Cola, take a sip and find your “ahhh” moment.

Enjoy Coca-Cola","8 mini bottles of Coca-Cola — the refreshing, crisp taste you know and love
Great taste since 1886
34 mg caffeine in each 355 mL serving
300 mL in each mini bottle
This carbonated beverage is best enjoyed ice-cold for maximum refreshment","[{""Flavour"":""Cola""},{""Storage Type"":""Refrigerate""},{""Clearout Deal"":""No""},{""Lifestyle\/Dietary Need"":""No egg,No fish,No milk,No mustard,No sesame,No shellfish,No soy,No sulfite,No wheat,No lactose,Kosher,Vegan-friendly,Vegetarian-friendly""}]",https://i5.walmartimages.ca/images/Enlarge/462/646/6000200462646.jpg | https://i5.walmartimages.ca/images/Enlarge/462/647/6000200462647.jpg | https://i5.walmartimages.ca/images/Enlarge/280/466/6000202280466.jpg | https://i5.walmartimages.ca/images/Enlarge/280/378/6000202280378.jpg | https://i5.walmartimages.ca/images/Enlarge/280/323/6000202280323.jpg | https://i5.walmartimages.ca/images/Enlarge/280/421/6000202280421.jpg | https://i5.walmartimages.ca/images/Enlarge/280/380/6000202280380.jpg | https://i5.walmartimages.ca/images/Enlarge/630/272/6000202630272.jpg | https://i5.walmartimages.ca/images/Enlarge/280/341/6000202280341.jpg | https://i5.walmartimages.ca/images/Enlarge/991/987/6000203991987.jpg | https://i5.walmartimages.ca/images/Enlarge/991/987/6000203991987.jpg,11,Sold by Walmart,"CARBONATED WATER, SUGAR/GLUCOSE-FRUCTOSE, CARAMEL COLOUR, PHOSPHORIC ACID, NATURAL FLAVOUR, CAFFEINE.","No egg,No fish,No milk,No mustard,No sesame,No shellfish,No soy,No sulfite,No wheat,No lactose,Kosher,Vegan-friendly,Vegetarian-friendly",Add to Cart; Find in Store,0,,,
Walmart Canada,Frozen,Meatless Alternatives,walmart.ca,https://www.walmart.ca/en/ip/aqua-star-basa-fillets/6000201941623,,,"Walmart.ca > Grocery > Frozen Food > Frozen Meat, Seafood & Alternatives > Frozen Fish & Seafood",Aquastar,Aqua Star Basa Fillets,SKU:6000201941624,UPC:73114981628,ID:6000201941623,Walmart Item #:30940591,$3.47,,,,$0.87/100GR,Basa Fillets 400/gr,,"[{""Product Type"":""Seafood""},{""Storage Type"":""Frozen""},{""Clearout Deal"":""No""},{""Lifestyle\/Dietary Need"":""""}]",https://i5.walmartimages.ca/images/Enlarge/320/560/6000203320560.jpg | https://i5.walmartimages.ca/images/Enlarge/106/692/6000203106692.jpg,2,Sold by Walmart,Basa,,Add to Cart; Find in Store,0,,,
Walmart Canada,Drinks,Soft Drinks/Sodas,walmart.ca,https://www.walmart.ca/en/ip/san-pellegrino-orange-sparkling-fruit-beverage/6000196180626,,6 x 330 ml,Walmart.ca > Household Supplies & Pantry > Drinks > Soft Drinks > Other Soft Drinks,S. Pellegrino,San Pellegrino Orange Sparkling Fruit Beverage,SKU:10290017,UPC:4150880030,ID:6000196180626,Walmart Item #:9262748,$5.77,$4.97,,$Rollback,$0.25/100ML,\u003Cp>Experience the delicious flavours of San Pellegrino's sparkling fruit beverage orginating from Italy.\u003C/p>,\u003Cul>\u003Cli>Unique and refreshing taste with authentic fruit-based ingredients\u003C/li>\u003Cli>\u003Cp>Contains a unique foil top cover\u003C/p>\u003C/li>\u003Cli>\u003Cp>Imported from Italy\u003C/p>\u003C/li>\u003C/ul>,"[{""Flavour"":""Orange""},{""Singleserve"":""No""},{""Clearout Deal"":""No""},{""Lifestyle\/Dietary Need"":""No egg,No fish,No milk,No mustard,No sesame,No shellfish,No soy,No sulfite,No wheat,No lactose,No artificials,Kosher,Vegan-friendly,Vegetarian-friendly""}]",https://i5.walmartimages.ca/images/Enlarge/_63/478/63478.jpg | https://i5.walmartimages.ca/images/Enlarge/03_/nft/41508800303_NFT.jpg | https://i5.walmartimages.ca/images/Enlarge/03_/nft/41508800303_NFT.jpg,3,Sold by Walmart,"WATER, ORANGE JUICE FROM CONCENTRATE, SUGAR, CARBON DIOXIDE, CITRIC ACID (ACIDULANT), PECTIN, NATURAL FLAVOUR.","No egg,No fish,No milk,No mustard,No sesame,No shellfish,No soy,No sulfite,No wheat,No lactose,No artificials,Kosher,Vegan-friendly,Vegetarian-friendly",Add to Cart; Find in Store,0,,,
