Retailer,Category,Sub-Category,Domain,URL,Size,Product Hierarchy,Brand,Product Name,SKU,Reg. Price,Prime,Promo Tag,Each Price,Product Description,Product Details,# of Images,Nutrition,Lifestyle/Dietary Need,Image URLs,Promo Price
Loblaw's,Drinks,Coffee,Loblaw.ca,https://www.loblaws.ca/morning-blend-coffee-100-compostable-pods/p/21365891_EA,285 g,Food > Drinks > Coffee > Coffee Pods,Maxwell House,Morning Blend Coffee 100% Compostable Pods,21365891_EA,19.99 ea,,,7.01/100g,,"Maxwell House Light Roast Morning Blend Coffee has a consistent signature taste that is good to the last drop. The distinctive blend of fine Arabica beans, combined with a velvety, rich and full-bodied taste is exceptionally smooth and the perfect start to your day. Made with 100% pure Arabica coffee beans, our gourmet roast is great served black or with cream and sugar. Brew a single cup of Maxwell House balanced ground coffee for a bright, lively cup of coffee anytime you want. Our pods are 100% compostable with a recyclable box. Light Roast Coffee is packaged in individual pods for single-serve use every morning. From breakfast blend to French roast, Maxwell House's signature taste is created through a process that isn't done the easy way, but the right way, for 125 years. Good to the last drop.

- Made with 100% Arabica beans
- 100% pure ground coffee
- Aromatic and flavourful blend
- Coffee pods and bag are 100% compostable and our box is recyclable
- Maxwell House has a consistently great taste",6,,,https://assets.shop.loblaws.ca/products/21365891/b2/en/front/21365891_front_a06_@2.png| https://assets.shop.loblaws.ca/products/21365891/b2/en/angle/21365891_angle_a06_@2.png| https://assets.shop.loblaws.ca/products/21365891/b2/en/side/21365891_side_a06_@2.png| https://assets.shop.loblaws.ca/products/21365891/b2/en/back/21365891_back_a06_@2.png| https://assets.shop.loblaws.ca/products/21365891/b2/en/top/21365891_top_a06_@2.png| https://assets.shop.loblaws.ca/products/21365891/b2/en/open/21365891_open_a06_@2.png,
Loblaw's,Drinks,Coffee,Loblaw.ca,https://www.loblaws.ca/nescaf-sweet-and-creamy-mocha-instant-coffee-mix/p/21363374_EA,351 g,Food > Drinks > Coffee > Instant Coffee,Nescafe,Nescafé Sweet and Creamy Mocha Instant Coffee Mix,21363374_EA,7.99 ea,,,2.28/100g,,"Nescafé Sweet & Creamy Mocha Instant Coffee Mix (18 x 19 g) is a range of all-in-one coffees made in an instant, using our convenient single serve packets. Each Nescafé Sweet & Creamy packet includes all the coffee, creamer, and sugar you need to create a delicious chocolate flavoured cup that you can have at home or when you're on the go. Crafted using medium-dark roasted coffee beans, each cup has a smooth and creamy coffee taste, with rich coffee aroma. Nescafé Sweet & Creamy is simple to prepare, all you need to add is hot water.Also available in Original, French Vanilla, and Caramel flavours.

- Convenient All-In-One Solution: Sweet and Creamy is in a simple format that is quick and easy to make
- Incorporate Into Any Routine: Perfect pick me up at any point of the day, for at home or while on the go
- Consistent Taste: There is no guesswork in making a cup of Sweet and Creamy, resulting in the same chocolate flavour from cup to cup
- Committed to being Grown Respectfully: All coffee beans are responsibly sourced, and a part of sustainable farming practices
- Created by Coffee Experts: Nescafé is an expert in coffee innovations, and have used their knowledge to create a product that doesn't require sugar, coffee-creamer or coffee whitener",5,,,https://assets.shop.loblaws.ca/products/21363374/b2/en/front/21363374_front_a06_@2.png| https://assets.shop.loblaws.ca/products/21363374/b2/en/angle/21363374_angle_a06_@2.png| https://assets.shop.loblaws.ca/products/21363374/b2/en/side/21363374_side_a06_@2.png| https://assets.shop.loblaws.ca/products/21363374/b2/en/back/21363374_back_a06_@2.png| https://assets.shop.loblaws.ca/products/21363374/b2/en/top/21363374_top_a06_@2.png,
Loblaw's,Drinks,Coffee,Loblaw.ca,https://www.loblaws.ca/gold-mocha-instant-coffee-sachets/p/20318454001_EA,144 g,Food > Drinks > Coffee > Instant Coffee,Nescafe,"GOLD Mocha, Instant Coffee Sachets",20318454001_EA,6.49 ea,,,4.51/100g,,"Discover indulgent moments brewed with the perfect balance of select, high-quality ingredients. NESCAFE GOLD Mocha Flavoured Coffee Mix (8 x 18 g) easily crafts a delicious, smooth coffee with decadent chocolate flavours and mouthwatering foam – with no barista required. A great way to serve up and share a creamy delight or a delectable chocolate treat. Coffee shop quality coffee in an instant.

- 8 sachets for sharing a perfectly foamy and creamy chocolate delight
- Each sachet whips up two favourite tastes in a single cup: decadent chocolate flavours and cappuccino flavoured coffee
- 70 calories per serving
- Pre-dosed, so there’s no other ingredients required
- Made with high-quality ingredients to exceed your expectations for instant coffee.",4,"
Code 		 Value In Grams 		 Value In Percent
Serving Size EN		per 1 sachet  (18 g)		
Serving Size EN		per 1 sachet  (18 g)		
Serving Size EN		per 1 sachet  (18 g)		
Per Serve Size Amt		0.0		
Per Serve Size Amt		0.0		
Per Serve Size Amt		0.0		
Calories		70 cal		
Calories		70 cal		
Calories		70 cal		
Total Fat		1.5 g		
Total Fat		1.5 g		
Total Fat		1.5 g		
		Total Fat		1.5 g		
		Total Fat		1.5 g		
		Total Fat		1.5 g		
		Total Fat		1.5 g		
		Total Fat		1.5 g		
		Total Fat		1.5 g		
		Total Fat		1.5 g		
		Total Fat		1.5 g		
		Total Fat		1.5 g		
Total Carbohydrate		14 g		
Total Carbohydrate		14 g		
Total Carbohydrate		14 g		
		Total Carbohydrate		14 g		
		Total Carbohydrate		14 g		
		Total Carbohydrate		14 g		
		Total Carbohydrate		14 g		
		Total Carbohydrate		14 g		
		Total Carbohydrate		14 g		
Protein		1 g		
Protein		1 g		
Protein		1 g		
				
				
				
Cholesterol		0 mg		
Cholesterol		0 mg		
Cholesterol		0 mg		
Sodium		60 mg		
Sodium		60 mg		
Sodium		60 mg		",,https://assets.shop.loblaws.ca/products/20318454001/b2/en/front/20318454001_front_a06_@2.png| https://assets.shop.loblaws.ca/products/20318454001/b2/en/angle/20318454001_angle_a06_@2.png| https://assets.shop.loblaws.ca/products/20318454001/b2/en/side/20318454001_side_a06_@2.png| https://assets.shop.loblaws.ca/products/20318454001/b2/en/top/20318454001_top_a06_@2.png,
Loblaw's,Drinks,Coffee,Loblaw.ca,https://www.loblaws.ca/buffalo-soldier-fair-trade-ground-coffee/p/21185597_EA,284 g,Food > Drinks > Coffee > Ground Coffee,Marley Coffee,"Buffalo Soldier Fair Trade, Ground Coffee",21185597_EA,10.99 ea,,,3.87/100g,,,3,,,https://assets.shop.loblaws.ca/products/21185597/b2/en/front/21185597_front_a06_@2.png| https://assets.shop.loblaws.ca/products/21185597/b2/en/angle/21185597_angle_a06_@2.png| https://assets.shop.loblaws.ca/products/21185597/b2/en/side/21185597_side_a06_@2.png,
Loblaw's,Drinks,Coffee,Loblaw.ca,https://www.loblaws.ca/by-nespresso-espresso-roast-nespresso-coffee-capsu/p/21240796_EA,57 g,Food > Drinks > Coffee > Coffee Pods,Starbucks,By Nespresso Espresso Roast Nespresso Coffee Capsules 10 Nespresso Coffee Pods,21240796_EA,9.49 ea,,,16.65/100g,,"The same high-quality STARBUCKS coffee that you know and love is now made by NESPRESSO for you to enjoy at home. Starbucks by Nespresso Espresso Roast Coffee capsules are made from aluminum for guaranteed coffee freshness and easy recycling using NEPRESSO recycling bags. Every espresso beverage we handcraft for you begins right here. Our master roasters let heat roast the beans to a deep and dark colour, for a caramelly sweetness. A blend of beans from Latin America and Asia/Pacific, roasted the way only we know how.

- Developed for original line NESPRESSO machines
- Dark-roast coffees have fuller body with robust, bold taste
- Contains 10 STARBUCKS Espresso Roast NESPRESSO Coffee Capsules
- The intensity level of this coffee is 11
- Intense, caramelly sweet and perfect with steamed milk",3,,,https://assets.shop.loblaws.ca/products/21240796/b2/en/front/21240796_front_a06_@2.png| https://assets.shop.loblaws.ca/products/21240796/b2/en/angle/21240796_angle_a06_@2.png| https://assets.shop.loblaws.ca/products/21240796/b2/en/side/21240796_side_a06_@2.png,
Loblaw's,Drinks,Coffee,Loblaw.ca,https://www.loblaws.ca/sweet-creamy-ice-java/p/20064531_EA,470 ml,Food > Drinks > Coffee > Instant Coffee,Nescafe,"Sweet & Creamy, Ice Java",20064531_EA,5.99 ea,,,1.27/100ml,,"With NESCAFÉ Sweet & Creamy Ice Java (470ml), you are never more than a few moments away from a consistently delicious and refreshing cup of iced coffee. Just mix with milk or your favourite soy beverage, stir, and enjoy a sweet and creamy cup of self-made iced coffee. Stir, sip, love!

- Deliciously flavoured iced coffee syrup
- 50 calories per serving
- Makes over 31 cups of iced coffee
- Easy to make. Just add milk or soy beverage.
- Delicious on ice cream or in milkshakes.",3,"
Code 		 Value In Grams 		 Value In Percent
Serving Size EN		Per 1 tablespoon (15 ml)		
Serving Size EN		Per 1 tablespoon (15 ml)		
Serving Size EN		Per 1 tablespoon (15 ml)		
Per Serve Size Amt		0.0		
Per Serve Size Amt		0.0		
Per Serve Size Amt		0.0		
Calories		50 cal		
Calories		50 cal		
Calories		50 cal		
Total Fat		0.0 g		
Total Fat		0.0 g		
Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
Total Carbohydrate		13 g		
Total Carbohydrate		13 g		
Total Carbohydrate		13 g		
		Total Carbohydrate		13 g		
		Total Carbohydrate		13 g		
		Total Carbohydrate		13 g		
		Total Carbohydrate		13 g		
		Total Carbohydrate		13 g		
		Total Carbohydrate		13 g		
Protein		0.2 g		
Protein		0.2 g		
Protein		0.2 g		
				
				
				
Cholesterol		0 mg		
Cholesterol		0 mg		
Cholesterol		0 mg		
Sodium		0 mg		
Sodium		0 mg		
Sodium		0 mg		",,https://assets.shop.loblaws.ca/products/20064531/b2/en/front/20064531_front_a06_@2.png| https://assets.shop.loblaws.ca/products/20064531/b2/en/angle/20064531_angle_a06_@2.png| https://assets.shop.loblaws.ca/products/20064531/b2/en/side/20064531_side_a06_@2.png,
Loblaw's,Drinks,Coffee,Loblaw.ca,https://www.loblaws.ca/french-roast-dark-roast-ground-coffee-k-cup-pods/p/20547343005_EA,10 ea,Food > Drinks > Coffee > Coffee Pods,Starbucks,French Roast Dark Roast Ground Coffee K-Cup Pods,20547343005_EA,8.99 ea,,,0.9/1ea,,"Muted with oil, the tumbling beans become eerily silent. A master roaster watches, knowing that if he pushes them a second too long, they'll burst into flame. White smoke hangs down as the glistening beans turn ebony. This is French Roast, and you can't roast it darker. Straightforward, light-bodied with low acidity, and immensely popular since 1971, our darkest roast is adored for its intense smokiness. Designed for use with the Keurig Single Cup Brewing System to provide a premium brewed coffee experience in less than a minute—without the mess.

- 100% Arabica Coffee
- Intense & Smokey
- Multi-Growing Region, Latin America & Asia Pacific
- Dark Roast",4,"
Code 		 Value In Grams 		 Value In Percent
Serving Size EN		0 g		
Serving Size EN		0 g		
Serving Size EN		0 g		
Per Serve Size Amt		0.0		
Per Serve Size Amt		0.0		
Per Serve Size Amt		0.0		
Total Fat				
Total Fat				
Total Fat				
Total Carbohydrate				
Total Carbohydrate				
Total Carbohydrate				
		Total Carbohydrate				
		Total Carbohydrate				
		Total Carbohydrate				
		Total Carbohydrate				
		Total Carbohydrate				
		Total Carbohydrate				
				
				
				",,https://assets.shop.loblaws.ca/products/20547343005/b2/en/front/20547343005_front_a06_@2.png| https://assets.shop.loblaws.ca/products/20547343005/b2/en/angle/20547343005_angle_a06_@2.png| https://assets.shop.loblaws.ca/products/20547343005/b2/en/side/20547343005_side_a06_@2.png| https://assets.shop.loblaws.ca/products/20547343005/b2/en/back/20547343005_back_a06_@2.png,
Loblaw's,Drinks,Coffee,Loblaw.ca,https://www.loblaws.ca/columbian-dark-roast-ground-coffee/p/20973067_EA,340 g,Food > Drinks > Coffee > Ground Coffee,Van Houtte,Columbian Dark Roast Ground Coffee,20973067_EA,10.99 ea,,SALE,2.35/100g,,"Colombian Dark.

Colombian is the gold standard by which coffee lovers measure every cup. And this one is true to its name, offering an intense flavour and a rich aroma with subtle fruity notes and a lasting bouquet..

Dark Roast.

Our dark roast coffees are full-bodied and aromatic.

Master Roaster Since 1919.

In 1919, Albert-Louis Van Houtte opened his first fine grocery store in Montreal where he focused on his one true passion: coffee. Ever since, the know-how of this master roaster has continued to shine under the brand that bears his name. With its rich, premium-quality coffee and European single-batch roasting process that draws out all of the flavours and aromas of the beans, the Van Houtte brand offers coffee lovers a rich and satisfying experience with every cup.",3,,,https://assets.shop.loblaws.ca/products/20973067/b2/en/front/20973067_front_a06_@2.png| https://assets.shop.loblaws.ca/products/20973067/b2/en/angle/20973067_angle_a06_@2.png| https://assets.shop.loblaws.ca/products/20973067/b2/en/side/20973067_side_a06_@2.png,7.99 ea
Loblaw's,Drinks,Coffee,Loblaw.ca,https://www.loblaws.ca/medium-coffee/p/21184508_EA,30 ea,Food > Drinks > Coffee > Coffee Pods,No Name,Medium Coffee,21184508_EA,12.99 ea,,,0.43/1ea,,,3,,,https://assets.shop.loblaws.ca/products/21184508/b2/en/front/21184508_front_a06_@2.png| https://assets.shop.loblaws.ca/products/21184508/b2/en/angle/21184508_angle_a06_@2.png| https://assets.shop.loblaws.ca/products/21184508/b2/en/side/21184508_side_a06_@2.png,
Loblaw's,Drinks,Coffee,Loblaw.ca,https://www.loblaws.ca/dark-roast-coffee/p/20902305_EA,300 g,Food > Drinks > Coffee > Ground Coffee,Tim Hortons,Dark Roast Coffee,20902305_EA,8.29 ea,,,2.76/100g,,"Roasted with care..

Tim Hortons Dark Roast Coffee is made with 100% Arabica beans selected from the world's most renowned coffee growing regions. This premium blend coffee is roasted with care to deliver a rich & full flavoured dark roast coffee, with a smooth finish.",3,"
Code 		 Value In Grams 		 Value In Percent
Serving Size EN		0 g		
Serving Size EN		0 g		
Serving Size EN		0 g		
Per Serve Size Amt		0.0		
Per Serve Size Amt		0.0		
Per Serve Size Amt		0.0		
Total Fat				
Total Fat				
Total Fat				
Total Carbohydrate				
Total Carbohydrate				
Total Carbohydrate				
		Total Carbohydrate				
		Total Carbohydrate				
		Total Carbohydrate				
		Total Carbohydrate				
		Total Carbohydrate				
		Total Carbohydrate				
				
				
				",,https://assets.shop.loblaws.ca/products/20902305/b2/en/front/20902305_front_a06_@2.png| https://assets.shop.loblaws.ca/products/20902305/b2/en/angle/20902305_angle_a06_@2.png| https://assets.shop.loblaws.ca/products/20902305/b2/en/side/20902305_side_a06_@2.png,
Loblaw's,Drinks,Coffee,Loblaw.ca,https://www.loblaws.ca/colombian-supremo-medium-roast-100-arabica-single/p/20676529_EA,12 ea,Food > Drinks > Coffee > Coffee Pods,President's Choice,Colombian Supremo Medium Roast 100% Arabica Single Serve Coffee Pods,20676529_EA,6.99 ea,,,0.58/1ea,,"A full-bodied premium medium roast with an enticing aroma, subtle sharpness and pleasant acidity. Enjoy the characteristically crisp flavour of President’s Choice® 100% Colombian Supremo Coffee with the convenience of a soft-bottom single serve pod.",3,"
Code 		 Value In Grams 		 Value In Percent
Serving Size EN		0 g		
Serving Size EN		0 g		
Serving Size EN		0 g		
Per Serve Size Amt		0.0		
Per Serve Size Amt		0.0		
Per Serve Size Amt		0.0		
Total Fat				
Total Fat				
Total Fat				
Total Carbohydrate				
Total Carbohydrate				
Total Carbohydrate				
		Total Carbohydrate				
		Total Carbohydrate				
		Total Carbohydrate				
		Total Carbohydrate				
		Total Carbohydrate				
		Total Carbohydrate				
				
				
				",,https://assets.shop.loblaws.ca/products/20676529/b2/en/front/20676529_front_a06_@2.png| https://assets.shop.loblaws.ca/products/20676529/b2/en/angle/20676529_angle_a06_@2.png| https://assets.shop.loblaws.ca/products/20676529/b2/en/side/20676529_side_a06_@2.png,
Loblaw's,Drinks,Coffee,Loblaw.ca,https://www.loblaws.ca/k-cup-coffee-hazelnut/p/21004640_EA,120 g,Food > Drinks > Coffee > Coffee Pods,Tim Hortons,"K Cup Coffee, Hazelnut",21004640_EA,9.99 ea,,,8.33/100g,,"ROASTED WITH CARE..

Tim Hortons Hazelnut Coffee is created from our own unique blend of 100% Arabica beans and a hint of buttery hazelnut flavour. This premium coffee is blended and roasted with care to deliver the consistent taste of Tim Hortons with a balanced sweetness and smooth finish every time.

To learn more, visit: TimHortons.com/TimsAtHome",3,,,https://assets.shop.loblaws.ca/products/21004640/b2/en/front/21004640_front_a06_@2.png| https://assets.shop.loblaws.ca/products/21004640/b2/en/angle/21004640_angle_a06_@2.png| https://assets.shop.loblaws.ca/products/21004640/b2/en/side/21004640_side_a06_@2.png,
Loblaw's,Drinks,Coffee,Loblaw.ca,https://www.loblaws.ca/carte-noire-long-espresso-single-serve-t-discs/p/20525485_EA,14 ea,Food > Drinks > Coffee > Coffee Pods,Tassimo,Carte Noire Long Espresso Single Serve T-Discs,20525485_EA,10.49 ea,,,0.75/1ea,,"Tassimo Carte Noire Long Espresso T-Discs are an extra-large espresso with an intense dark roast, full body and robust aroma; sealed with a smooth layer of crema. Expertly blended using fine Arabica beans from the premier growing regions of Latin America, Carte Noire embodies the French love affair with coffee. Tassimo Carte Noire's deep aroma and sophisticated flavour has the power to inspire moments of deep desire, seduction and intensity. Tassimo Carte Noire Long Espresso T-Discs are compatible with all Tassimo brewing systems.

- One 110G bag of Tassimo Carte Noire Espresso T-Discs (14 t-discs)
- Each T-Disc makes one 4 fl oz/120 ml espresso
- Extra bold roast coffee
- Enjoy an authentic café quality long espresso at home
- T-Discs are compatible with Tassimo brewers",1,"
Code 		 Value In Grams 		 Value In Percent
Serving Size EN		100.0 gr		
Serving Size EN		100.0 gr		
Serving Size EN		100.0 gr		
Per Serve Size Amt		0.0		
Per Serve Size Amt		0.0		
Per Serve Size Amt		0.0		
Calories		0 cal		
Calories		0 cal		
Calories		0 cal		
Total Fat		0.0 g		
Total Fat		0.0 g		
Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
Total Carbohydrate		0 g		
Total Carbohydrate		0 g		
Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
Protein		0.0 g		
Protein		0.0 g		
Protein		0.0 g		
				
				
				
Cholesterol		0 mg		
Cholesterol		0 mg		
Cholesterol		0 mg		
Sodium		0 mg		
Sodium		0 mg		
Sodium		0 mg		",,https://assets.shop.loblaws.ca/products/20525485/b2/en/front/20525485_front_a06_@2.png,
Loblaw's,Drinks,Coffee,Loblaw.ca,https://www.loblaws.ca/folger-1850-medium-roast-coffee-pioneer-blend-24-k/p/21194298_EA,252 g,Food > Drinks > Coffee > Coffee Pods,1850,Folger 1850 Medium Roast Coffee Pioneer Blend 24 K-Cup Pods,21194298_EA,19.99 ea,,,7.93/100g,,,3,,,https://assets.shop.loblaws.ca/products/21194298/b2/en/front/21194298_front_a06_@2.png| https://assets.shop.loblaws.ca/products/21194298/b2/en/angle/21194298_angle_a06_@2.png| https://assets.shop.loblaws.ca/products/21194298/b2/en/side/21194298_side_a06_@2.png,
Loblaw's,Drinks,Coffee,Loblaw.ca,https://www.loblaws.ca/espresso-roast-ground-coffee/p/21043279_EA,340 g,Food > Drinks > Coffee > Ground Coffee,Starbucks,Espresso Roast ground coffee,21043279_EA,8.99 ea,,,2.64/100g,,,3,,,https://assets.shop.loblaws.ca/products/21043279/b2/en/front/21043279_front_a06_@2.png| https://assets.shop.loblaws.ca/products/21043279/b2/en/angle/21043279_angle_a06_@2.png| https://assets.shop.loblaws.ca/products/21043279/b2/en/side/21043279_side_a06_@2.png,
Loblaw's,Drinks,Coffee,Loblaw.ca,https://www.loblaws.ca/premium-ground-brazilian-coffee/p/20830650_EA,450 g,Food > Drinks > Coffee > Instant Coffee,Al Rifai,Premium Ground Brazilian Coffee,20830650_EA,7.49 ea,,,1.66/100g,,,1,"
Code 		 Value In Grams 		 Value In Percent
Serving Size EN		0 g		
Serving Size EN		0 g		
Serving Size EN		0 g		
Per Serve Size Amt		0.0		
Per Serve Size Amt		0.0		
Per Serve Size Amt		0.0		
Total Fat				
Total Fat				
Total Fat				
Total Carbohydrate				
Total Carbohydrate				
Total Carbohydrate				
		Total Carbohydrate				
		Total Carbohydrate				
		Total Carbohydrate				
		Total Carbohydrate				
		Total Carbohydrate				
		Total Carbohydrate				
				
				
				",,https://assets.shop.loblaws.ca/products/20830650/b2/en/front/20830650_front_a06_@2.png,
Loblaw's,Drinks,Coffee,Loblaw.ca,https://www.loblaws.ca/espresso-superiore/p/21169284_EA,276 g,Food > Drinks > Coffee > Coffee Pods,Van Houtte,Espresso Superiore,21169284_EA,19.99 ea,,SALE,6.16/100g,,,3,,,https://assets.shop.loblaws.ca/products/21169284/b2/en/front/21169284_front_a06_@2.png| https://assets.shop.loblaws.ca/products/21169284/b2/en/angle/21169284_angle_a06_@2.png| https://assets.shop.loblaws.ca/products/21169284/b2/en/side/21169284_side_a06_@2.png,16.99 ea
Loblaw's,Drinks,Coffee,Loblaw.ca,https://www.loblaws.ca/one-love-fair-trade-coffee/p/21184700_EA,12 ea,Food > Drinks > Coffee > Coffee Pods,Marley Coffee,"One Love Fair Trade, Coffee",21184700_EA,9.99 ea,,,0.83/1ea,,For use by owner of Keurig® K-Cup® machines and other Keurig® compatible brewers.,4,,,https://assets.shop.loblaws.ca/products/21184700/b2/en/front/21184700_front_a06_@2.png| https://assets.shop.loblaws.ca/products/21184700/b2/en/angle/21184700_angle_a06_@2.png| https://assets.shop.loblaws.ca/products/21184700/b2/en/side/21184700_side_a06_@2.png| https://assets.shop.loblaws.ca/products/21184700/b2/en/back/21184700_back_a06_@2.png,
Loblaw's,Drinks,Coffee,Loblaw.ca,https://www.loblaws.ca/french-roast-coffee/p/21008623_EA,300 g,Food > Drinks > Coffee > Instant Coffee,Tim Hortons,French Roast Coffee,21008623_EA,8.29 ea,,,2.76/100g,,"Roasted with care..

Tim Hortons French Roast Coffee is expertly roasted to deliver a bolder, stronger, and more full-bodied flavour. Made with 100% Arabica beans selected from the world's most renowned coffee growing regions, this premium coffee is our darkest blend with a hint of smokiness in every cup..

To learn move, visit:.

TIMHORTONS.COM/TIMSATHOME",3,,,https://assets.shop.loblaws.ca/products/21008623/b2/en/front/21008623_front_a06_@2.png| https://assets.shop.loblaws.ca/products/21008623/b2/en/angle/21008623_angle_a06_@2.png| https://assets.shop.loblaws.ca/products/21008623/b2/en/side/21008623_side_a06_@2.png,
Loblaw's,Drinks,Coffee,Loblaw.ca,https://www.loblaws.ca/nabob-cappuccino-coffee-single-serve-t-discs/p/21013378_EA,263 g,Food > Drinks > Coffee > Coffee Pods,Tassimo,Nabob Cappuccino Coffee Single Serve T-Discs,21013378_EA,10.49 ea,,,3.99/100g,,"With Tassimo Nabob Cappuccino T-Discs you can now enjoy an authentic café quality cappuccino at home. So, put your day on hold and lose yourself in a delicious Nabob Cappuccino. This indulgent beverage features a heavenly combination of intensely dark espresso and hot foamed milk. This great tasting cappuccino can be made in your Tassimo brewing system in just two steps. Simply insert the espresso T-Disc, brew, and then top off the fresh espresso with the foamed milk T-Disc! Ever since our beginnings back in 1896, we at the Nabob Coffee Co. continue to fuel our passion for coffee, our communities and the environment. Tassimo Nabob Cappuccino T-Discs are compatible with all Tassimo brewing systems.

- One 263G bag of Tassimo Nabob Cappuccino Coffee T-Discs
- 8 milk t-discs and 8 espresso t-discs (8 total cappuccinos)
- Makes 8 fl oz/240 ml cappuccino drink
- T-Discs are compatible with Tassimo brewers
- Enjoy an authentic café quality cappuccino at home",3,"
Code 		 Value In Grams 		 Value In Percent
Serving Size EN		Approx. 1 cup prepared (240 mL)		
Serving Size EN		Approx. 1 cup prepared (240 mL)		
Serving Size EN		Approx. 1 cup prepared (240 mL)		
Calories		40 cal		
Calories		40 cal		
Calories		40 cal		
Total Fat		3.0 g		
Total Fat		3.0 g		
Total Fat		3.0 g		
		Total Fat		3.0 g		
		Total Fat		3.0 g		
		Total Fat		3.0 g		
		Total Fat		3.0 g		
		Total Fat		3.0 g		
		Total Fat		3.0 g		
		Total Fat		3.0 g		
		Total Fat		3.0 g		
		Total Fat		3.0 g		
Total Carbohydrate		2 g		
Total Carbohydrate		2 g		
Total Carbohydrate		2 g		
		Total Carbohydrate		2 g		
		Total Carbohydrate		2 g		
		Total Carbohydrate		2 g		
		Total Carbohydrate		2 g		
		Total Carbohydrate		2 g		
		Total Carbohydrate		2 g		
Protein		2 g		
Protein		2 g		
Protein		2 g		
				
				
				
Cholesterol		0 mg		
Cholesterol		0 mg		
Cholesterol		0 mg		
Sodium		80 mg		
Sodium		80 mg		
Sodium		80 mg		",,https://assets.shop.loblaws.ca/products/21013378/b2/en/front/21013378_front_a06_@2.png| https://assets.shop.loblaws.ca/products/21013378/b2/en/angle/21013378_angle_a06_@2.png| https://assets.shop.loblaws.ca/products/21013378/b2/en/side/21013378_side_a06_@2.png,
Loblaw's,Drinks,Coffee,Loblaw.ca,https://www.loblaws.ca/ground-coffee-house-blend-dark-roast-24-recyclable/p/21366286_EA,24 ea,Food > Drinks > Coffee > Coffee Pods,Van Houtte,Ground Coffee House Blend Dark Roast 24 Recyclable K-Cup Pods 228 g,21366286_EA,17.99 ea,,SALE,0.71/1ea,,,3,,,https://assets.shop.loblaws.ca/products/21366286/b2/en/front/21366286_front_a06_@2.png| https://assets.shop.loblaws.ca/products/21366286/b2/en/angle/21366286_angle_a06_@2.png| https://assets.shop.loblaws.ca/products/21366286/b2/en/side/21366286_side_a06_@2.png,16.99 ea
Loblaw's,Drinks,Coffee,Loblaw.ca,https://www.loblaws.ca/nabob-swiss-hazelnut-coffee-single-serve-t-discs/p/20662676_EA,14 ea,Food > Drinks > Coffee > Coffee Pods,Tassimo,Nabob Swiss Hazelnut Coffee Single Serve T-Discs,20662676_EA,10.49 ea,,,0.75/1ea,,"Tassimo Nabob Swiss Hazelnut Coffee T-Discs give you a perfect cup of delicious, nutty Swiss Hazelnut coffee every time. Our Nabob Swiss Hazelnut is a flavourful, delicate blend that combines aromatic notes of hazelnut with signature Nabob coffee that will awaken your senses every time. Enjoy this perfectly balanced blend at any time of day! Ever since our beginnings back in 1896, we at the Nabob Coffee Co. continue to fuel our passion for coffee, our communities and the environment. Tassimo Nabob Swiss Hazelnut Coffee T-Discs are compatible with all Tassimo brewing systems.

- One 110G bag of Tassimo Nabob Swiss Hazelnut Coffee T-Discs (14 t-discs)
- Each T-Disc makes one 8 fl oz/236 ml cup of coffee
- Medium roast coffee
- An authentic European coffee ready in minutes
- T-Discs are compatible with Tassimo brewers",1,"
Code 		 Value In Grams 		 Value In Percent
Serving Size EN		100.0 gr		
Serving Size EN		100.0 gr		
Serving Size EN		100.0 gr		
Per Serve Size Amt		0.0		
Per Serve Size Amt		0.0		
Per Serve Size Amt		0.0		
Calories		0 cal		
Calories		0 cal		
Calories		0 cal		
Total Fat		0.0 g		
Total Fat		0.0 g		
Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
Total Carbohydrate		0 g		
Total Carbohydrate		0 g		
Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
Protein		0.0 g		
Protein		0.0 g		
Protein		0.0 g		
				
				
				
Cholesterol		0 mg		
Cholesterol		0 mg		
Cholesterol		0 mg		
Sodium		0 mg		
Sodium		0 mg		
Sodium		0 mg		",,https://assets.shop.loblaws.ca/products/20662676/b2/en/front/20662676_front_a06_@2.png,
